bodyID,Volume,3DHBSh,Aqua-Calc,Article 1987
1325,0.05586746,57.32,56.43,59.91
1326,0.05630194,57.77,56.86,60.33
1327,0.05440865,55.82,54.95,58.47
1328,0.05048237,51.79,50.99,54.6
1329,0.06009075,61.65,60.69,64.07
1330,0.05979711,61.35,60.4,63.78
1331,0.05808325,59.59,58.66,62.09
1332,0.06823302,70.01,68.92,72.09
1333,0.05464998,56.07,55.2,58.71
1334,0.05440376,55.82,54.95,58.46
1335,0.06510603,66.8,65.76,69.01
1336,0.06065688,62.23,61.26,64.62
1337,0.05602295,57.48,56.58,60.06
1338,0.05512969,56.56,55.68,59.18
1339,0.04930596,50.59,49.8,53.44
1340,0.05735436,58.85,57.93,61.37
1341,0.05816972,59.68,58.75,62.17
1342,0.05758138,59.08,58.16,61.59
1343,0.06134429,62.94,61.96,65.3
1344,0.06805042,69.82,68.73,71.91
1345,0.06466653,66.35,65.31,68.57
1346,0.05397936,55.38,54.52,58.05
1347,0.06804123,69.81,68.72,71.9
1348,0.06949494,71.3,70.19,73.33
1349,0.06678352,68.52,67.45,70.66
1350,0.05543501,56.88,55.99,59.48
1351,0.07583732,77.81,76.6,79.58
1352,0.06268268,64.31,63.31,66.62
1353,0.0628451,64.48,63.47,66.78
1354,0.05596108,57.42,56.52,60.0
1355,0.05564609,57.09,56.2,59.69
1356,0.05243939,53.8,52.96,56.53
1357,0.06179671,63.4,62.41,65.75
1358,0.05935018,60.89,59.94,63.34
1359,0.04969752,50.99,50.19,53.83
1360,0.05748075,58.98,58.06,61.5
1361,0.05406707,55.47,54.61,58.13
1362,0.05991861,61.48,60.52,63.9
1363,0.0496177,50.91,50.11,53.75
1364,0.07439258,76.33,75.14,78.16
1365,0.08155947,83.68,82.38,85.22
1366,0.06895232,70.75,69.64,72.8
1367,0.05529079,56.73,55.84,59.34
1368,0.04897529,50.25,49.47,53.12
1369,0.06576948,67.48,66.43,69.66
1370,0.07256426,74.45,73.29,76.36
1371,0.06228313,63.9,62.91,66.23
1372,0.0640206,65.69,64.66,67.94
1373,0.05719081,58.68,57.76,61.21
1374,0.05944509,60.99,60.04,63.43
1375,0.07256912,74.46,73.29,76.36
1376,0.05410661,55.51,54.65,58.17
1377,0.0651533,66.85,65.8,69.05
1378,0.05777818,59.28,58.36,61.79
1379,0.06039417,61.96,61.0,64.37
1380,0.0556176,57.06,56.17,59.66
1381,0.06266079,64.29,63.29,66.6
1382,0.05310119,54.48,53.63,57.18
1383,0.08551269,87.74,86.37,89.11
1384,0.06138852,62.98,62.0,65.35
1385,0.05034987,51.66,50.85,54.47
1386,0.06601167,67.73,66.67,69.9
1387,0.05448811,55.9,55.03,58.55
1388,0.08785762,90.14,88.74,91.42
1389,0.06251741,64.14,63.14,66.46
1390,0.07607871,78.06,76.84,79.82
1391,0.06321601,64.86,63.85,67.15
1392,0.06814557,69.92,68.83,72.0
1393,0.07229873,74.18,73.02,76.09
1394,0.04850229,49.76,48.99,52.65
1395,0.06138082,62.98,61.99,65.34
1396,0.05774906,59.25,58.33,61.76
1397,0.06374623,65.4,64.38,67.67
1398,0.06515166,66.85,65.8,69.05
1399,0.05064966,51.97,51.16,54.77
1400,0.05270415,54.07,53.23,56.79
1401,0.05819607,59.71,58.78,62.2
1402,0.05822902,59.74,58.81,62.23
1403,0.06850672,70.29,69.19,72.36
1404,0.06232043,63.94,62.94,66.26
1405,0.06056054,62.14,61.17,64.53
1406,0.0506122,51.93,51.12,54.73
1407,0.0727067,74.6,73.43,76.5
1408,0.06059693,62.17,61.2,64.57
1409,0.05328411,54.67,53.82,57.36
1410,0.08372879,85.91,84.57,87.36
1411,0.07265738,74.55,73.38,76.45
1412,0.04810428,49.35,48.59,52.26
1413,0.06114189,62.73,61.75,65.1
1414,0.05812726,59.64,58.71,62.13
1415,0.0534065,54.8,53.94,57.48
1416,0.06465313,66.33,65.3,68.56
1417,0.07765911,79.68,78.44,81.38
1418,0.05997044,61.53,60.57,63.95
1419,0.07041233,72.24,71.12,74.24
1420,0.06902869,70.82,69.72,72.87
1421,0.04517717,46.35,45.63,49.37
1422,0.05840199,59.92,58.99,62.4
1423,0.07422443,76.15,74.97,77.99
1424,0.06078993,62.37,61.4,64.76
1425,0.05591739,57.37,56.48,59.96
1426,0.05793345,59.44,58.51,61.94
1427,0.05411125,55.52,54.65,58.18
1428,0.07260891,74.5,73.33,76.4
1429,0.06048909,62.06,61.09,64.46
1430,0.05850785,60.03,59.09,62.51
1431,0.07652016,78.51,77.29,80.25
1432,0.04996767,51.27,50.47,54.09
1433,0.05958454,61.13,60.18,63.57
1434,0.05913253,60.67,59.72,63.12
1435,0.05775562,59.26,58.33,61.77
1436,0.06158296,63.18,62.2,65.54
1437,0.06051264,62.09,61.12,64.48
1438,0.06174042,63.35,62.36,65.69
1439,0.0527153,54.09,53.24,56.8
1440,0.06375496,65.41,64.39,67.68
1441,0.08481818,87.02,85.67,88.43
1442,0.06970302,71.52,70.4,73.54
1443,0.04991598,51.21,50.42,54.04
1444,0.07193537,73.81,72.65,75.74
1445,0.06975191,71.57,70.45,73.59
1446,0.06708292,68.83,67.75,70.96
1447,0.05918485,60.72,59.78,63.17
1448,0.07246213,74.35,73.19,76.26
1449,0.06901425,70.81,69.7,72.86
1450,0.05814848,59.66,58.73,62.15
1451,0.05771202,59.21,58.29,61.72
1452,0.05015271,51.46,50.65,54.28
1453,0.05428256,55.69,54.83,58.34
1454,0.06959282,71.4,70.29,73.43
1455,0.06212698,63.74,62.75,66.07
1456,0.05625255,57.72,56.82,60.29
1457,0.06262332,64.25,63.25,66.56
1458,0.06794183,69.71,68.62,71.8
1459,0.05336707,54.75,53.9,57.44
1460,0.05721725,58.7,57.79,61.24
1461,0.05102098,52.35,51.53,55.13
1462,0.05773762,59.24,58.31,61.75
1463,0.06109778,62.69,61.71,65.06
1464,0.05820194,59.72,58.78,62.21
1465,0.05205959,53.41,52.58,56.15
1466,0.05930006,60.84,59.89,63.29
1467,0.06165095,63.25,62.27,65.6
1468,0.06154717,63.15,62.16,65.5
1469,0.05001703,51.32,50.52,54.14
1470,0.05738762,58.88,57.96,61.4
1471,0.07004261,71.86,70.74,73.87
1472,0.06186564,63.47,62.48,65.82
1473,0.06393324,65.6,64.57,67.85
1474,0.06197927,63.59,62.6,65.93
1475,0.0728009,74.69,73.53,76.59
1476,0.06204604,63.66,62.67,65.99
1477,0.06457384,66.25,65.22,68.48
1478,0.04875541,50.02,49.24,52.9
1479,0.04492398,46.09,45.37,49.12
1480,0.06202347,63.64,62.64,65.97
1481,0.06197026,63.58,62.59,65.92
1482,0.05419079,55.6,54.73,58.25
1483,0.04537472,46.55,45.83,49.57
1484,0.05433612,55.75,54.88,58.4
1485,0.05479353,56.22,55.34,58.85
1486,0.05092218,52.25,51.43,55.03
1487,0.04791665,49.16,48.4,52.07
1488,0.06477342,66.46,65.42,68.68
1489,0.05680521,58.28,57.37,60.83
1490,0.05062429,51.94,51.13,54.74
1491,0.05093385,52.26,51.44,55.05
1492,0.07259422,74.48,73.32,76.39
1493,0.06907405,70.87,69.76,72.92
1494,0.06596025,67.68,66.62,69.85
1495,0.0647204,66.4,65.37,68.63
1496,0.06081659,62.4,61.42,64.78
1497,0.06465056,66.33,65.3,68.56
1498,0.05004585,51.35,50.55,54.17
1499,0.05326562,54.65,53.8,57.34
1500,0.08975679,92.09,90.65,93.29
1501,0.0759407,77.92,76.7,79.68
1502,0.06240181,64.02,63.03,66.34
1503,0.05509598,56.53,55.65,59.15
1504,0.07052372,72.36,71.23,74.35
1505,0.06759672,69.35,68.27,71.46
1506,0.06462332,66.3,65.27,68.53
1507,0.05404664,55.45,54.59,58.11
1508,0.04280053,43.91,43.23,47.03
1509,0.04917088,50.45,49.66,53.31
1510,0.07059401,72.43,71.3,74.41
1511,0.0610515,62.64,61.66,65.01
1512,0.06460198,66.28,65.25,68.51
1513,0.04770551,48.95,48.18,51.86
1514,0.06162469,63.23,62.24,65.58
1515,0.04868964,49.96,49.18,52.83
1516,0.06822998,70.0,68.91,72.09
1517,0.06208652,63.7,62.71,66.03
1518,0.05206621,53.42,52.59,56.16
1519,0.0647352,66.42,65.38,68.64
1520,0.05750108,59.0,58.08,61.52
1521,0.0771472,79.15,77.92,80.87
1522,0.06090103,62.48,61.51,64.87
1523,0.05525583,56.69,55.81,59.3
1524,0.05236431,53.73,52.89,56.45
1525,0.06949202,71.3,70.19,73.33
1526,0.06307823,64.72,63.71,67.01
1527,0.0608061,62.39,61.41,64.77
1528,0.055886,57.34,56.44,59.92
1529,0.08221053,84.35,83.03,85.86
1530,0.04844311,49.7,48.93,52.59
1531,0.05614988,57.61,56.71,60.18
1532,0.0585558,60.08,59.14,62.55
1533,0.05892525,60.46,59.51,62.92
1534,0.05182839,53.18,52.35,55.93
1535,0.04740038,48.63,47.87,51.56
1536,0.06039402,61.96,61.0,64.37
1537,0.05133053,52.67,51.84,55.44
1538,0.05259033,53.96,53.12,56.68
1539,0.06682772,68.57,67.5,70.7
1540,0.05667741,58.15,57.24,60.7
1541,0.05317953,54.56,53.71,57.26
1542,0.04966619,50.96,50.16,53.8
1543,0.0621293,63.74,62.75,66.08
1544,0.06063638,62.21,61.24,64.6
1545,0.05324667,54.63,53.78,57.32
1546,0.06645485,68.18,67.12,70.34
1547,0.05249879,53.86,53.02,56.59
1548,0.05783539,59.34,58.41,61.84
1549,0.06081695,62.4,61.43,64.78
1550,0.0527296,54.1,53.26,56.81
1551,0.06614744,67.87,66.81,70.03
1552,0.0595026,61.05,60.1,63.49
1553,0.0725705,74.46,73.3,76.36
1554,0.05516929,56.6,55.72,59.22
1555,0.05679669,58.27,57.36,60.82
1556,0.06557658,67.28,66.23,69.47
1557,0.05299705,54.37,53.53,57.08
1558,0.07760059,79.62,78.38,81.32
1559,0.06036999,61.94,60.97,64.34
1560,0.04900592,50.28,49.5,53.15
1561,0.0567568,58.23,57.32,60.78
1562,0.05932446,60.87,59.92,63.31
1563,0.04515038,46.32,45.6,49.35
1564,0.06036317,61.93,60.97,64.34
1565,0.06185027,63.46,62.47,65.8
1566,0.07035187,72.18,71.06,74.18
1567,0.04749073,48.73,47.97,51.65
1568,0.05306903,54.45,53.6,57.15
1569,0.06382578,65.49,64.46,67.75
1570,0.05953678,61.08,60.13,63.52
1571,0.05439055,55.8,54.93,58.45
1572,0.0613294,62.92,61.94,65.29
1573,0.04034742,41.4,40.75,44.62
1574,0.05951321,61.06,60.11,63.5
1575,0.05002924,51.33,50.53,54.15
1576,0.07658671,78.58,77.35,80.32
1577,0.0554826,56.93,56.04,59.53
1578,0.06560206,67.31,66.26,69.5
1579,0.0540309,55.44,54.57,58.1
1580,0.05441475,55.83,54.96,58.47
1581,0.06890233,70.69,69.59,72.75
1582,0.05876681,60.29,59.35,62.76
1583,0.08081381,82.91,81.62,84.48
1584,0.04794006,49.19,48.42,52.1
1585,0.05893359,60.47,59.52,62.93
1586,0.06355499,65.21,64.19,67.48
1587,0.07660564,78.6,77.37,80.34
1588,0.06850847,70.29,69.19,72.36
1589,0.08912212,91.44,90.01,92.67
1590,0.05071627,52.03,51.22,54.83
1591,0.06538443,67.08,66.04,69.28
1592,0.0568813,58.36,57.45,60.9
1593,0.0682499,70.02,68.93,72.11
1594,0.05031939,51.63,50.82,54.44
1595,0.05812844,59.64,58.71,62.13
1596,0.0592509,60.79,59.84,63.24
1597,0.05671345,58.19,57.28,60.74
1598,0.06967584,71.49,70.37,73.51
1599,0.04600242,47.2,46.46,50.19
1600,0.06994873,71.77,70.65,73.78
1601,0.05041815,51.73,50.92,54.54
1602,0.06272884,64.36,63.36,66.67
1603,0.0633316,64.98,63.96,67.26
1604,0.0652503,66.95,65.9,69.15
1605,0.05230094,53.66,52.82,56.39
1606,0.06012764,61.69,60.73,64.1
1607,0.08221018,84.35,83.03,85.86
1608,0.05605698,57.51,56.62,60.09
1609,0.05374793,55.15,54.29,57.82
1610,0.05351301,54.9,54.05,57.59
1611,0.06299037,64.63,63.62,66.92
1612,0.06600159,67.72,66.66,69.89
1613,0.06431284,65.98,64.96,68.23
1614,0.05870719,60.23,59.29,62.7
1615,0.05635093,57.82,56.91,60.38
1616,0.07624053,78.22,77.0,79.98
1617,0.05820861,59.72,58.79,62.21
1618,0.05533494,56.77,55.89,59.38
1619,0.05063675,51.95,51.14,54.75
1620,0.05797623,59.48,58.56,61.98
1621,0.06680886,68.55,67.48,70.69
1622,0.05884197,60.37,59.43,62.84
1623,0.0718925,73.76,72.61,75.69
1624,0.04826153,49.52,48.74,52.41
1625,0.05221692,53.57,52.74,56.31
1626,0.05562108,57.07,56.18,59.66
1627,0.05839667,59.91,58.98,62.4
1628,0.06011409,61.68,60.72,64.09
1629,0.06137049,62.97,61.98,65.33
1630,0.04222263,43.32,42.64,46.46
1631,0.05661053,58.08,57.18,60.64
1632,0.07514756,77.1,75.9,78.9
1633,0.0595731,61.12,60.17,63.56
1634,0.05257514,53.94,53.1,56.66
1635,0.06452357,66.2,65.17,68.43
1636,0.05691316,58.39,57.48,60.94
1637,0.07063571,72.47,71.34,74.46
1638,0.05008033,51.38,50.58,54.2
1639,0.06209201,63.71,62.71,66.04
1640,0.06513215,66.83,65.78,69.03
1641,0.05395654,55.36,54.5,58.02
1642,0.07409332,76.02,74.83,77.86
1643,0.0644574,66.13,65.1,68.37
1644,0.06568707,67.39,66.34,69.58
1645,0.07272684,74.62,73.45,76.52
1646,0.0563953,57.86,56.96,60.43
1647,0.05646687,57.94,57.03,60.5
1648,0.05982485,61.38,60.42,63.8
1649,0.05549708,56.94,56.05,59.54
1650,0.05849017,60.01,59.08,62.49
1651,0.04997249,51.27,50.47,54.1
1652,0.06236911,63.99,62.99,66.31
1653,0.05972693,61.28,60.32,63.71
1654,0.06765583,69.41,68.33,71.52
1655,0.05056368,51.88,51.07,54.68
1656,0.05860111,60.12,59.19,62.6
1657,0.0714131,73.27,72.13,75.22
1658,0.04944638,50.73,49.94,53.58
1659,0.06966032,71.47,70.36,73.49
1660,0.0510727,52.4,51.58,55.18
1661,0.05319533,54.58,53.73,57.27
1662,0.05918362,60.72,59.78,63.17
1663,0.04388069,45.02,44.32,48.1
1664,0.05975134,61.3,60.35,63.73
1665,0.07942255,81.49,80.22,83.11
1666,0.07637859,78.36,77.14,80.11
1667,0.07685847,78.86,77.63,80.59
1668,0.05746602,58.96,58.04,61.48
1669,0.06022915,61.8,60.83,64.2
1670,0.06143584,63.03,62.05,65.39
1671,0.04562038,46.81,46.08,49.81
1672,0.04979671,51.09,50.29,53.92
1673,0.05904973,60.59,59.64,63.04
1674,0.0532107,54.59,53.74,57.29
1675,0.06651205,68.24,67.18,70.39
1676,0.06370269,65.36,64.34,67.63
1677,0.07010978,71.93,70.81,73.94
1678,0.05197556,53.33,52.5,56.07
1679,0.06093615,62.52,61.55,64.9
1680,0.058081,59.59,58.66,62.09
1681,0.04979026,51.08,50.29,53.92
1682,0.06792892,69.7,68.61,71.79
1683,0.06130684,62.9,61.92,65.26
1684,0.05045026,51.76,50.95,54.57
1685,0.05377881,55.18,54.32,57.85
1686,0.04655079,47.76,47.02,50.73
1687,0.07265598,74.55,73.38,76.45
1688,0.0580362,59.55,58.62,62.04
1689,0.05462156,56.04,55.17,58.68
1690,0.04868496,49.95,49.17,52.83
1691,0.05521337,56.65,55.77,59.26
1692,0.0618344,63.44,62.45,65.78
1693,0.0679586,69.73,68.64,71.82
1694,0.05652115,57.99,57.09,60.55
1695,0.05712888,58.61,57.7,61.15
1696,0.06344168,65.09,64.08,67.37
1697,0.05789627,59.4,58.48,61.9
1698,0.08988892,92.23,90.79,93.42
1699,0.06056012,62.13,61.17,64.53
1700,0.06594459,67.66,66.6,69.83
1701,0.05463671,56.06,55.18,58.69
1702,0.06287056,64.51,63.5,66.81
1703,0.05072072,52.04,51.23,54.84
1704,0.05336707,54.75,53.9,57.44
1705,0.05723462,58.72,57.81,61.25
1706,0.0549189,56.35,55.47,58.97
1707,0.06257788,64.2,63.2,66.52
1708,0.06678857,68.53,67.46,70.67
1709,0.06367814,65.33,64.31,67.6
1710,0.05979057,61.35,60.39,63.77
1711,0.04552511,46.71,45.98,49.72
1712,0.07064006,72.48,71.35,74.46
1713,0.05097069,52.3,51.48,55.08
1714,0.05709453,58.58,57.67,61.11
1715,0.06684063,68.58,67.51,70.72
1716,0.05870395,60.23,59.29,62.7
1717,0.05874446,60.27,59.33,62.74
1718,0.06886561,70.66,69.55,72.71
1719,0.0607543,62.33,61.36,64.72
1720,0.06842805,70.21,69.11,72.28
1721,0.0390553,40.07,39.45,43.34
1722,0.06525278,66.95,65.91,69.15
1723,0.05965098,61.2,60.25,63.63
1724,0.05828384,59.8,58.87,62.29
1725,0.04160292,42.68,42.02,45.85
1726,0.04257003,43.68,43.0,46.8
1727,0.05988062,61.44,60.48,63.86
1728,0.05544034,56.88,55.99,59.49
1729,0.05650462,57.97,57.07,60.53
1730,0.0513511,52.69,51.86,55.46
1731,0.05903976,60.57,59.63,63.03
1732,0.04920616,50.49,49.7,53.34
1733,0.05529064,56.73,55.84,59.34
1734,0.0563575,57.82,56.92,60.39
1735,0.053572,54.96,54.11,57.64
1736,0.05062094,51.94,51.13,54.74
1737,0.05661275,58.08,57.18,60.64
1738,0.04899389,50.27,49.48,53.13
1739,0.0589889,60.52,59.58,62.98
1740,0.0476596,48.9,48.14,51.82
1741,0.04729445,48.52,47.77,51.46
1742,0.06685197,68.59,67.52,70.73
1743,0.05189198,53.24,52.41,55.99
1744,0.0651438,66.84,65.8,69.05
1745,0.0485605,49.82,49.05,52.71
1746,0.066057,67.77,66.72,69.94
1747,0.04515426,46.33,45.61,49.35
1748,0.04886863,50.14,49.36,53.01
1749,0.05460778,56.03,55.15,58.66
1750,0.06271277,64.34,63.34,66.65
1751,0.05859583,60.12,59.18,62.59
1752,0.06030729,61.88,60.91,64.28
1753,0.06865931,70.44,69.35,72.51
1754,0.05266362,54.03,53.19,56.75
1755,0.05655231,58.02,57.12,60.58
1756,0.04629531,47.5,46.76,50.48
1757,0.05216541,53.52,52.69,56.26
1758,0.06274219,64.37,63.37,66.68
1759,0.05196373,53.31,52.48,56.06
1760,0.06318926,64.83,63.82,67.12
1761,0.05413443,55.54,54.68,58.2
1762,0.06059201,62.17,61.2,64.56
1763,0.05620182,57.66,56.76,60.24
1764,0.04773463,48.98,48.21,51.89
1765,0.068961,70.75,69.65,72.81
1766,0.06816217,69.93,68.84,72.02
1767,0.0568252,58.3,57.39,60.85
1768,0.06523777,66.93,65.89,69.14
1769,0.04876821,50.04,49.26,52.91
1770,0.06698934,68.73,67.66,70.86
1771,0.05057572,51.89,51.08,54.69
1772,0.05194791,53.3,52.47,56.04
1773,0.06671352,68.45,67.38,70.59
1774,0.05793887,59.45,58.52,61.95
1775,0.0436747,44.81,44.11,47.89
1776,0.0497857,51.08,50.28,53.91
1777,0.05713163,58.62,57.7,61.15
1778,0.05474116,56.16,55.29,58.8
1779,0.05130135,52.64,51.81,55.41
1780,0.06424573,65.92,64.89,68.16
1781,0.04860317,49.87,49.09,52.75
1782,0.05908805,60.62,59.68,63.08
1783,0.06588046,67.59,66.54,69.77
1784,0.0559546,57.41,56.51,59.99
1785,0.06901202,70.81,69.7,72.86
1786,0.06364385,65.3,64.28,67.57
1787,0.04634612,47.55,46.81,50.53
1788,0.05661233,58.08,57.18,60.64
1789,0.05772637,59.23,58.3,61.74
1790,0.05521507,56.65,55.77,59.26
1791,0.05055848,51.87,51.06,54.68
1792,0.05377546,55.17,54.31,57.84
1793,0.05527416,56.71,55.83,59.32
1794,0.06970565,71.52,70.4,73.54
1795,0.05345181,54.84,53.99,57.53
1796,0.06475832,66.44,65.41,68.67
1797,0.06216446,63.78,62.79,66.11
1798,0.0586074,60.13,59.19,62.61
1799,0.05741145,58.9,57.99,61.43
1800,0.06077819,62.36,61.39,64.74
1801,0.06113394,62.72,61.75,65.09
1802,0.05964971,61.2,60.25,63.63
1803,0.06704169,68.78,67.71,70.91
1804,0.06052478,62.1,61.13,64.49
1805,0.05364806,55.04,54.18,57.72
1806,0.05498468,56.41,55.53,59.04
1807,0.05053475,51.85,51.04,54.65
1808,0.06058901,62.16,61.19,64.56
1809,0.04954808,50.84,50.04,53.68
1810,0.0527419,54.11,53.27,56.83
1811,0.05391351,55.32,54.45,57.98
1812,0.05771899,59.22,58.3,61.73
1813,0.06925942,71.06,69.95,73.1
1814,0.06163078,63.23,62.25,65.58
1815,0.05853075,60.05,59.12,62.53
1816,0.05803878,59.55,58.62,62.05
1817,0.0543355,55.75,54.88,58.4
1818,0.06571067,67.42,66.37,69.6
1819,0.05788574,59.39,58.46,61.89
1820,0.05458001,56.0,55.13,58.64
1821,0.05411631,55.52,54.66,58.18
1822,0.06331614,64.96,63.95,67.24
1823,0.06522262,66.92,65.87,69.12
1824,0.04898789,50.26,49.48,53.13
1825,0.06943452,71.24,70.13,73.27
1826,0.06238295,64.0,63.01,66.33
1827,0.07505874,77.01,75.81,78.81
1828,0.05973953,61.29,60.34,63.72
1829,0.06089657,62.48,61.51,64.86
1830,0.05552439,56.97,56.08,59.57
1831,0.06463945,66.32,65.29,68.55
1832,0.05328983,54.68,53.82,57.37
1833,0.06557007,67.27,66.23,69.47
1834,0.08892444,91.24,89.81,92.47
1835,0.05754919,59.05,58.12,61.56
1836,0.05035613,51.67,50.86,54.48
1837,0.05315536,54.54,53.69,57.23
1838,0.05743921,58.93,58.01,61.45
1839,0.04969044,50.98,50.19,53.82
1840,0.04175451,42.84,42.17,46.0
1841,0.06398328,65.65,64.62,67.9
1842,0.06160184,63.2,62.22,65.56
1843,0.04568836,46.88,46.15,49.88
1844,0.05085392,52.18,51.36,54.97
1845,0.05408743,55.49,54.63,58.15
1846,0.04782476,49.07,48.3,51.98
1847,0.05680194,58.28,57.37,60.83
1848,0.06970088,71.51,70.4,73.53
1849,0.04917939,50.46,49.67,53.32
1850,0.0536299,55.02,54.17,57.7
1851,0.05530819,56.75,55.86,59.35
1852,0.05940504,60.95,60.0,63.39
1853,0.05641807,57.88,56.98,60.45
1854,0.05241821,53.78,52.94,56.51
1855,0.06215896,63.78,62.78,66.1
1856,0.0651731,66.87,65.82,69.07
1857,0.05931094,60.85,59.9,63.3
1858,0.05730916,58.8,57.88,61.33
1859,0.05325654,54.64,53.79,57.33
1860,0.05567621,57.12,56.23,59.72
1861,0.06460173,66.28,65.25,68.51
1862,0.0485364,49.8,49.02,52.68
1863,0.04644103,47.65,46.91,50.62
1864,0.05366709,55.06,54.2,57.74
1865,0.06103829,62.63,61.65,65.0
1866,0.07895989,81.01,79.75,82.66
1867,0.07111487,72.96,71.83,74.93
1868,0.08044641,82.54,81.25,84.12
1869,0.06894996,70.74,69.64,72.8
1870,0.0596197,61.17,60.22,63.6
1871,0.07092151,72.77,71.63,74.74
1872,0.05087436,52.2,51.38,54.99
1873,0.0526333,54.0,53.16,56.72
1874,0.06629187,68.02,66.95,70.18
1875,0.05254748,53.91,53.07,56.63
1876,0.05275997,54.13,53.29,56.84
1877,0.05975469,61.31,60.35,63.74
1878,0.07451622,76.45,75.26,78.28
1879,0.05394976,55.35,54.49,58.02
1880,0.05212094,53.48,52.64,56.21
1881,0.05905909,60.59,59.65,63.05
1882,0.05464813,56.07,55.19,58.7
1883,0.06393141,65.59,64.57,67.85
1884,0.04551962,46.7,45.97,49.71
1885,0.05379825,55.2,54.34,57.87
1886,0.07407015,76.0,74.81,77.84
1887,0.06401008,65.67,64.65,67.93
1888,0.07405432,75.98,74.79,77.82
1889,0.05523562,56.67,55.79,59.28
1890,0.05126413,52.6,51.78,55.37
1891,0.05224573,53.6,52.77,56.34
1892,0.05005033,51.35,50.55,54.17
1893,0.05304578,54.42,53.58,57.13
1894,0.06774973,69.51,68.43,71.61
1895,0.0696886,71.5,70.39,73.52
1896,0.06759881,69.36,68.27,71.46
1897,0.06554066,67.24,66.2,69.44
1898,0.05947985,61.03,60.07,63.46
1899,0.06636803,68.09,67.03,70.25
1900,0.05401721,55.42,54.56,58.08
1901,0.06465958,66.34,65.31,68.57
1902,0.0558205,57.27,56.38,59.86
1903,0.07847839,80.52,79.26,82.18
1904,0.05848869,60.01,59.07,62.49
1905,0.05660154,58.07,57.17,60.63
1906,0.06525493,66.95,65.91,69.15
1907,0.0539299,55.33,54.47,58.0
1908,0.05030611,51.61,50.81,54.43
1909,0.05007418,51.38,50.57,54.2
1910,0.06118445,62.78,61.8,65.14
1911,0.05022865,51.53,50.73,54.35
1912,0.05972122,61.27,60.32,63.7
1913,0.07332121,75.23,74.05,77.1
1914,0.05669261,58.17,57.26,60.72
1915,0.04512933,46.3,45.58,49.33
1916,0.06347462,65.12,64.11,67.4
1917,0.05641647,57.88,56.98,60.45
1918,0.05563409,57.08,56.19,59.68
1919,0.06090687,62.49,61.52,64.87
1920,0.05359691,54.99,54.13,57.67
1921,0.05453412,55.95,55.08,58.59
1922,0.06508297,66.78,65.73,68.99
1923,0.06304832,64.69,63.68,66.98
1924,0.06621177,67.93,66.87,70.1
1925,0.0692419,71.04,69.93,73.08
1926,0.06206408,63.68,62.68,66.01
1927,0.0576529,59.15,58.23,61.66
1928,0.0557191,57.17,56.28,59.76
1929,0.04462827,45.79,45.07,48.83
1930,0.06021028,61.78,60.81,64.18
1931,0.05762196,59.12,58.2,61.63
1932,0.06240467,64.03,63.03,66.35
1933,0.04767121,48.91,48.15,51.83
1934,0.0800771,82.16,80.88,83.76
1935,0.05044744,51.76,50.95,54.57
1936,0.05075066,52.07,51.26,54.86
1937,0.06322349,64.87,63.86,67.15
1938,0.05953655,61.08,60.13,63.52
1939,0.06725965,69.01,67.93,71.13
1940,0.04846287,49.72,48.95,52.61
1941,0.05259677,53.96,53.12,56.68
1942,0.06506061,66.75,65.71,68.96
1943,0.0628948,64.53,63.52,66.83
1944,0.04894439,50.22,49.43,53.09
1945,0.06367129,65.33,64.31,67.59
1946,0.0518297,53.18,52.35,55.93
1947,0.05318572,54.57,53.72,57.26
1948,0.06819503,69.97,68.88,72.05
1949,0.05875747,60.29,59.35,62.75
1950,0.04958539,50.87,50.08,53.72
1951,0.05542575,56.87,55.98,59.47
1952,0.05670575,58.18,57.27,60.73
1953,0.06312239,64.76,63.75,67.05
1954,0.05229948,53.66,52.82,56.39
1955,0.06678708,68.52,67.45,70.66
1956,0.06529215,66.99,65.95,69.19
1957,0.05258185,53.95,53.11,56.67
1958,0.07973042,81.8,80.53,83.42
1959,0.05810199,59.61,58.68,62.11
1960,0.05641516,57.88,56.98,60.45
1961,0.05048156,51.79,50.99,54.6
1962,0.06374162,65.4,64.38,67.66
1963,0.06508682,66.78,65.74,68.99
1964,0.05669774,58.17,57.26,60.72
1965,0.05846058,59.98,59.05,62.46
1966,0.07474642,76.69,75.49,78.51
1967,0.06760411,69.36,68.28,71.47
1968,0.04951116,50.8,50.01,53.64
1969,0.05562321,57.07,56.18,59.67
1970,0.05510319,56.54,55.65,59.15
1971,0.07779177,79.81,78.57,81.51
1972,0.05413032,55.54,54.67,58.19
1973,0.06265357,64.28,63.28,66.59
1974,0.07116671,73.02,71.88,74.98
1975,0.06513574,66.83,65.79,69.04
1976,0.05305785,54.44,53.59,57.14
1977,0.05708332,58.57,57.65,61.1
1978,0.05956217,61.11,60.16,63.55
1979,0.0606275,62.2,61.23,64.6
1980,0.04609508,47.29,46.56,50.28
1981,0.05987271,61.43,60.47,63.85
1982,0.06216999,63.79,62.79,66.12
1983,0.05590792,57.36,56.47,59.95
1984,0.05391318,55.31,54.45,57.98
1985,0.06750194,69.26,68.18,71.37
1986,0.06542122,67.12,66.08,69.32
1987,0.0474094,48.64,47.88,51.57
1988,0.09157317,93.95,92.49,95.08
1989,0.05513846,56.57,55.69,59.19
